Date,Flight Number,Destination,Delay,Month
8/11/15,499,PDX,108,August
8/11/15,502,JFK,1,August
8/11/15,522,PDX,4,August
8/11/15,525,LAS,-3,August
8/11/15,540,DEN,6,August
8/11/15,560,DFW,60,August
8/11/15,569,AUS,9,August
8/11/15,572,ORD,-2,August
8/11/15,579,DEN,5,August
8/11/15,580,PDX,-5,August
8/11/15,583,LAS,14,August
8/11/15,587,LAS,-4,August
8/11/15,591,IAH,0,August
8/11/15,611,SEA,10,August
8/11/15,620,ORD,-4,August
8/11/15,624,ORD,68,August
8/11/15,637,JFK,167,August
8/11/15,650,AUS,7,August
8/11/15,663,HNL,-3,August
8/11/15,677,RNO,-3,August
8/11/15,691,SAN,25,August
8/11/15,693,IAH,-4,August
8/11/15,704,JFK,-1,August
8/11/15,710,DEN,77,August
8/11/15,718,IAH,26,August
8/11/15,734,ORD,-5,August
8/11/15,743,BOS,11,August
8/11/15,753,DEN,18,August
8/11/15,758,JFK,91,August
8/11/15,760,JFK,48,August
8/11/15,778,ORD,-5,August
8/11/15,788,BOS,62,August
8/11/15,806,DEN,10,August
8/11/15,824,JFK,19,August
8/11/15,834,DEN,8,August
8/11/15,864,RNO,15,August
8/11/15,887,LAX,-8,August
8/11/15,894,SAN,1,August
8/11/15,898,JFK,19,August
8/11/15,1038,LAS,75,August
8/11/15,1060,IAH,9,August
8/11/15,1062,MSP,55,August
8/11/15,1073,BOS,6,August
8/11/15,1076,LAX,13,August
8/11/15,1084,SEA,-5,August
8/11/15,1091,DEN,18,August
8/11/15,1109,DEN,93,August
8/11/15,1111,EWR,6,August
8/11/15,1118,EWR,35,August
8/11/15,1120,IAH,83,August
8/11/15,1122,HNL,13,August
8/11/15,1124,SEA,-5,August
8/11/15,1149,EWR,17,August
8/11/15,1168,EWR,35,August
8/11/15,1183,LAS,10,August
8/11/15,1192,LAX,25,August
8/11/15,1200,IAH,13,August
8/11/15,1216,LAS,10,August
8/11/15,1227,EWR,-5,August
8/11/15,1240,SNA,-3,August
8/11/15,1246,EWR,215,August
8/11/15,1247,SAN,1,August
8/11/15,1250,IAH,4,August
8/11/15,1252,MCO,8,August
8/11/15,1255,SAN,39,August
8/11/15,1257,ANC,-1,August
8/11/15,1263,MCO,-4,August
8/11/15,1273,OGG,-1,August
8/11/15,1401,SAN,1,August
8/11/15,1415,PDX,18,August
8/11/15,1438,EWR,4,August
8/11/15,1446,IAD,-1,August
8/11/15,1497,SEA,38,August
8/11/15,1498,LAX,-4,August
8/11/15,1499,IAD,1,August
8/11/15,1517,SAN,3,August
8/11/15,1523,SEA,-7,August
8/11/15,1526,SEA,6,August
8/11/15,1531,RDU,3,August
8/11/15,1579,LAX,10,August
8/11/15,1583,EWR,201,August
8/11/15,1586,ORD,0,August
8/11/15,1591,ORD,4,August
8/11/15,1593,EWR,15,August
8/11/15,1602,ATL,14,August
8/11/15,1606,ORD,51,August
8/11/15,1608,EWR,33,August
8/11/15,1614,LAS,91,August
8/11/15,1616,SEA,3,August
8/11/15,1635,BOS,7,August
8/11/15,1641,IAD,25,August
8/11/15,1645,IAD,-6,August
8/11/15,1660,DEN,-2,August
8/11/15,1668,ORD,16,August
8/11/15,1670,HNL,-1,August
8/11/15,1674,EWR,18,August
8/11/15,1681,PHL,9,August
8/11/15,1683,EWR,-2,August
8/11/15,1684,LIH,-5,August
8/11/15,1686,DCA,99,August
8/11/15,1699,ATL,28,August
8/11/15,1717,ORD,33,August
8/11/15,1721,KOA,1,August
8/11/15,1723,KOA,2,August
8/11/15,1725,OGG,15,August
8/11/15,1728,ORD,0,August
8/11/15,1731,BOS,26,August
8/11/15,1739,ORD,8,August
8/11/15,1742,EWR,29,August
8/11/15,1743,LAX,3,August
8/11/15,1748,AUS,3,August
8/11/15,1751,LAS,49,August
8/11/15,1754,EWR,7,August
8/11/15,1756,BOS,48,August
8/11/15,1780,SEA,2,August
8/11/15,1796,IAD,5,August
8/11/15,1831,PHX,72,August
8/11/15,1857,DEN,4,August
8/11/15,1900,PHL,7,August
8/11/15,1912,LAX,-1,August
8/11/15,1914,IAH,8,August
8/11/15,1927,IAH,16,August
8/11/15,1928,ORD,47,August
8/11/15,1937,IAH,10,August
8/11/15,1942,LAX,25,August
8/11/15,1944,EWR,5,August
8/11/15,1946,BOS,-2,August
8/11/15,1947,BWI,61,August
8/11/15,1950,CLE,46,August
8/11/15,1957,MCO,20,August
8/11/15,1960,LAX,39,August
8/11/15,1970,ORD,7,August
8/11/15,1975,FLL,58,August
8/11/15,1982,SEA,0,August
8/11/15,1984,PDX,3,August
8/11/15,1993,IAD,24,August
8/12/15,72,BOS,38,August
8/12/15,73,HNL,25,August
8/12/15,205,PDX,-6,August
8/12/15,217,BOS,-3,August
8/12/15,237,STL,0,August
8/12/15,249,IAD,30,August
8/12/15,258,MSP,-1,August
8/12/15,268,SNA,-4,August
8/12/15,294,DFW,-4,August
8/12/15,300,HNL,-1,August
8/12/15,309,IAD,3,August
8/12/15,318,DEN,-1,August
8/12/15,322,IAH,-4,August
8/12/15,325,BOS,-2,August
8/12/15,329,DEN,-7,August
8/12/15,330,AUS,-5,August
8/12/15,351,DEN,-5,August
8/12/15,361,LIH,0,August
8/12/15,367,ORD,4,August
8/12/15,394,LAS,1,August
8/12/15,401,CLE,-4,August
8/12/15,414,SAN,-5,August
8/12/15,421,IAD,-6,August
8/12/15,427,OGG,6,August
8/12/15,479,LAX,-3,August
8/12/15,480,PIT,5,August
8/12/15,485,ORD,-1,August
8/12/15,497,SLC,-2,August
8/12/15,498,SAN,14,August
8/12/15,502,JFK,10,August
8/12/15,522,PDX,-3,August
8/12/15,525,LAS,-2,August
8/12/15,540,DEN,-3,August
8/12/15,569,AUS,-2,August
8/12/15,572,ORD,2,August
8/12/15,579,DEN,-3,August
8/12/15,580,PDX,-6,August
8/12/15,583,LAS,3,August
8/12/15,611,SEA,-4,August
8/12/15,618,DEN,-7,August
8/12/15,619,LAS,-3,August
8/12/15,620,ORD,-2,August
8/12/15,624,ORD,81,August
8/12/15,637,JFK,-3,August
8/12/15,650,AUS,-5,August
8/12/15,663,HNL,1,August
8/12/15,677,RNO,-4,August
8/12/15,691,SAN,-4,August
8/12/15,704,JFK,26,August
8/12/15,710,DEN,4,August
8/12/15,718,IAH,1,August
8/12/15,721,EWR,0,August
8/12/15,724,IAD,-2,August
8/12/15,734,ORD,-5,August
8/12/15,753,DEN,60,August
8/12/15,758,JFK,-3,August
8/12/15,760,JFK,-3,August
8/12/15,774,ORD,126,August
8/12/15,778,ORD,-3,August
8/12/15,788,BOS,-2,August
8/12/15,816,LAX,-3,August
8/12/15,824,JFK,-1,August
8/12/15,864,RNO,-6,August
8/12/15,898,JFK,2,August
8/12/15,1004,LAX,-4,August
8/12/15,1018,IAH,-2,August
8/12/15,1029,DFW,-3,August
8/12/15,1038,LAS,-3,August
8/12/15,1060,PHX,12,August
8/12/15,1062,MSP,-3,August
8/12/15,1073,BOS,194,August
8/12/15,1084,SEA,-9,August
8/12/15,1086,IAH,-5,August
8/12/15,1091,DEN,4,August
8/12/15,1092,LAS,-2,August
8/12/15,1111,EWR,-6,August
8/12/15,1118,EWR,4,August
8/12/15,1122,HNL,162,August
8/12/15,1124,SEA,-1,August
8/12/15,1135,RDU,7,August
8/12/15,1149,EWR,-2,August
8/12/15,1168,EWR,11,August
8/12/15,1178,PDX,17,August
8/12/15,1182,LAX,56,August
8/12/15,1192,LAX,65,August
8/12/15,1200,IAH,19,August
8/12/15,1216,LAS,-8,August
8/12/15,1227,EWR,0,August
8/12/15,1240,SNA,47,August
8/12/15,1250,IAH,-2,August
8/12/15,1252,MCO,0,August
8/12/15,1257,ANC,-7,August
8/12/15,1263,MCO,41,August
8/12/15,1273,OGG,1,August
8/12/15,1401,SAN,14,August
8/12/15,1415,PDX,17,August
8/12/15,1438,EWR,2,August
8/12/15,1453,SEA,-6,August
8/12/15,1454,DEN,8,August
8/12/15,1497,SEA,-1,August
8/12/15,1499,IAD,59,August
8/12/15,1517,SAN,4,August
8/12/15,1523,SEA,-5,August
8/12/15,1531,RDU,99,August
8/12/15,1579,LAX,122,August
8/12/15,1583,EWR,11,August
8/12/15,1586,ORD,-4,August
8/12/15,1591,ORD,-1,August
8/12/15,1593,EWR,-4,August
8/12/15,1602,ATL,5,August
8/12/15,1606,ORD,191,August
8/12/15,1608,EWR,-4,August
8/12/15,1614,LAS,5,August
8/12/15,1616,SEA,5,August
8/12/15,1641,IAD,16,August
8/12/15,1645,IAD,-4,August
8/12/15,1662,ORD,55,August
8/12/15,1668,ORD,14,August
8/12/15,1670,HNL,5,August
8/12/15,1671,SAN,-4,August
8/12/15,1674,EWR,23,August
8/12/15,1681,PHL,-6,August
8/12/15,1683,EWR,-4,August
8/12/15,1684,LIH,36,August
8/12/15,1686,DCA,90,August
8/12/15,1699,ATL,-2,August
8/12/15,1710,LAX,99,August
8/12/15,1717,ORD,27,August
8/12/15,1721,KOA,0,August
8/12/15,1723,KOA,3,August
8/12/15,1725,OGG,-6,August
8/12/15,1727,IND,-1,August
8/12/15,1728,BOS,0,August
8/12/15,1731,BOS,1,August
8/12/15,1739,ORD,4,August
8/12/15,1742,EWR,31,August
8/12/15,1743,LAX,-3,August
8/12/15,1748,AUS,2,August
8/12/15,1751,LAS,-5,August
8/12/15,1754,EWR,-4,August
8/12/15,1780,SEA,0,August
8/12/15,1796,IAD,0,August
8/12/15,1840,LAX,3,August
8/12/15,1900,PHL,6,August
8/12/15,1914,IAH,25,August
8/12/15,1916,DEN,67,August
8/12/15,1922,EWR,5,August
8/12/15,1927,IAH,53,August
8/12/15,1928,ORD,65,August
8/12/15,1930,IAD,0,August
8/12/15,1937,IAH,-1,August
8/12/15,1942,LAX,38,August
8/12/15,1944,EWR,37,August
8/12/15,1946,BOS,101,August
8/12/15,1947,BWI,16,August
8/12/15,1950,CLE,-2,August
8/12/15,1957,MCO,0,August
8/12/15,1960,LAX,-4,August
8/12/15,1970,ORD,0,August
8/12/15,1975,FLL,6,August
8/12/15,1984,PDX,-2,August
8/12/15,1993,IAD,-4,August
8/13/15,72,LAX,0,August
8/13/15,73,HNL,4,August
8/13/15,205,PDX,-6,August
8/13/15,217,BOS,-9,August
8/13/15,229,IAH,30,August
8/13/15,237,STL,-4,August
8/13/15,249,IAD,2,August
8/13/15,258,MSP,-4,August
8/13/15,268,SNA,-5,August
8/13/15,276,EWR,-3,August
8/13/15,294,DFW,94,August
8/13/15,300,HNL,4,August
8/13/15,309,IAD,2,August
8/13/15,318,DEN,1,August
8/13/15,322,IAH,20,August
8/13/15,325,BOS,-2,August
8/13/15,330,AUS,-4,August
8/13/15,355,IAD,1,August
8/13/15,361,LIH,6,August
8/13/15,392,LAS,40,August
8/13/15,394,LAS,26,August
8/13/15,401,CLE,-5,August
8/13/15,414,SAN,-1,August
8/13/15,427,OGG,-8,August
8/13/15,444,BOS,-2,August
8/13/15,477,ORD,0,August
8/13/15,478,LAX,-2,August
8/13/15,479,LAX,-7,August
8/13/15,486,IAD,-4,August
8/13/15,497,SLC,0,August
8/13/15,498,SAN,-2,August
8/13/15,502,JFK,-5,August
8/13/15,522,PDX,0,August
8/13/15,525,LAS,181,August
8/13/15,569,AUS,-7,August
8/13/15,572,ORD,-1,August
8/13/15,574,ORD,33,August
8/13/15,580,PDX,-1,August
8/13/15,583,LAS,-6,August
8/13/15,591,IAH,-5,August
8/13/15,611,SEA,-5,August
8/13/15,614,SNA,36,August
8/13/15,620,ORD,-6,August
8/13/15,624,ORD,-4,August
8/13/15,637,JFK,3,August
8/13/15,650,AUS,1,August
8/13/15,663,HNL,0,August
8/13/15,677,RNO,-3,August
8/13/15,691,SAN,-4,August
8/13/15,693,IAH,-4,August
8/13/15,704,JFK,-6,August
8/13/15,734,ORD,-3,August
8/13/15,753,DEN,5,August
8/13/15,758,JFK,-2,August
8/13/15,760,JFK,2,August
8/13/15,778,ORD,14,August
8/13/15,788,BOS,-3,August
8/13/15,824,JFK,62,August
8/13/15,864,RNO,-1,August
8/13/15,887,LAX,55,August
8/13/15,898,JFK,-6,August
8/13/15,948,DEN,-1,August
8/13/15,1004,LAX,92,August
8/13/15,1029,DFW,55,August
8/13/15,1038,LAS,6,August
8/13/15,1062,MSP,-5,August
8/13/15,1073,BOS,23,August
8/13/15,1084,SEA,-2,August
8/13/15,1091,DEN,-5,August
8/13/15,1092,LAS,-5,August
8/13/15,1109,DEN,8,August
8/13/15,1118,EWR,5,August
8/13/15,1120,IAH,-2,August
8/13/15,1122,HNL,94,August
8/13/15,1124,SEA,-2,August
8/13/15,1135,RDU,10,August
8/13/15,1149,EWR,27,August
8/13/15,1168,EWR,15,August
8/13/15,1175,PDX,-1,August
8/13/15,1182,LAX,15,August
8/13/15,1185,EWR,50,August
8/13/15,1192,LAX,56,August
8/13/15,1200,IAH,0,August
8/13/15,1216,LAS,20,August
8/13/15,1227,EWR,50,August
8/13/15,1240,IAH,3,August
8/13/15,1250,IAH,-4,August
8/13/15,1252,MCO,2,August
8/13/15,1257,ANC,31,August
8/13/15,1263,MCO,3,August
8/13/15,1273,OGG,0,August
8/13/15,1401,SAN,-6,August
8/13/15,1415,PDX,6,August
8/13/15,1438,DEN,-3,August
8/13/15,1453,SEA,1,August
8/13/15,1454,DEN,-5,August
8/13/15,1474,DEN,1,August
8/13/15,1483,ORD,-3,August
8/13/15,1497,SEA,0,August
8/13/15,1499,IAD,0,August
8/13/15,1517,SAN,9,August
8/13/15,1523,SEA,9,August
8/13/15,1526,SEA,47,August
8/13/15,1531,RDU,-2,August
8/13/15,1564,DCA,-3,August
8/13/15,1579,LAX,-6,August
8/13/15,1583,EWR,-1,August
8/13/15,1591,ORD,5,August
8/13/15,1593,EWR,3,August
8/13/15,1602,ATL,8,August
8/13/15,1608,EWR,14,August
8/13/15,1614,LAS,8,August
8/13/15,1616,SEA,31,August
8/13/15,1641,IAD,45,August
8/13/15,1645,IAD,-3,August
8/13/15,1660,DEN,-6,August
8/13/15,1662,ORD,2,August
8/13/15,1668,ORD,-3,August
8/13/15,1670,HNL,130,August
8/13/15,1671,SAN,-3,August
8/13/15,1674,EWR,-1,August
8/13/15,1681,PHL,5,August
8/13/15,1683,EWR,0,August
8/13/15,1684,LIH,-6,August
8/13/15,1699,ATL,8,August
8/13/15,1710,LAX,60,August
8/13/15,1717,ORD,20,August
8/13/15,1721,KOA,-3,August
8/13/15,1723,KOA,-8,August
8/13/15,1725,OGG,3,August
8/13/15,1727,IND,3,August
8/13/15,1728,ORD,5,August
8/13/15,1731,BOS,-3,August
8/13/15,1739,ORD,18,August
8/13/15,1742,EWR,-2,August
8/13/15,1748,AUS,76,August
8/13/15,1754,EWR,197,August
8/13/15,1756,BOS,19,August
8/13/15,1774,IAD,21,August
8/13/15,1780,SEA,26,August
8/13/15,1796,IAD,22,August
8/13/15,1809,LAX,127,August
8/13/15,1829,ORD,-5,August
8/13/15,1857,DEN,-7,August
8/13/15,1859,PIT,12,August
8/13/15,1900,PHL,-2,August
8/13/15,1916,DEN,5,August
8/13/15,1922,EWR,-3,August
8/13/15,1927,IAH,32,August
8/13/15,1928,ORD,42,August
8/13/15,1930,LAS,8,August
8/13/15,1937,IAH,54,August
8/13/15,1942,LAX,17,August
8/13/15,1944,EWR,9,August
8/13/15,1946,BOS,-3,August
8/13/15,1947,BWI,37,August
8/13/15,1950,CLE,39,August
8/13/15,1957,MCO,71,August
8/13/15,1958,EWR,8,August
8/13/15,1970,ORD,91,August
8/13/15,1975,FLL,66,August
8/13/15,1984,PDX,-6,August
8/13/15,1993,IAD,3,August
8/13/15,2000,PHX,0,August
8/14/15,72,LAX,25,August
8/14/15,73,HNL,18,August
8/14/15,205,PDX,214,August
8/14/15,217,BOS,-7,August
8/14/15,237,STL,-1,August
8/14/15,249,IAD,3,August
8/14/15,258,MSP,-7,August
8/14/15,268,SNA,-5,August
8/14/15,276,EWR,66,August
8/14/15,294,DFW,16,August
8/14/15,300,HNL,30,August
8/14/15,309,IAD,-1,August
8/14/15,318,DEN,6,August
8/14/15,325,BOS,-6,August
8/14/15,330,AUS,-6,August
8/14/15,331,DEN,66,August
8/14/15,351,SEA,11,August
8/14/15,355,IAD,4,August
8/14/15,361,LIH,-2,August
8/14/15,367,ORD,0,August
8/14/15,394,LAS,2,August
8/14/15,401,CLE,31,August
8/14/15,414,SAN,12,August
8/14/15,427,OGG,-4,August
8/14/15,444,BOS,-1,August
8/14/15,477,ORD,14,August
8/14/15,478,LAX,-2,August
8/14/15,479,LAX,-2,August
8/14/15,480,PIT,3,August
8/14/15,486,IAD,-2,August
8/14/15,497,SLC,4,August
8/14/15,502,JFK,-3,August
8/14/15,525,LAS,101,August
8/14/15,569,AUS,13,August
8/14/15,572,ORD,-4,August
8/14/15,574,ORD,5,August
8/14/15,579,DEN,-2,August
8/14/15,580,PDX,-7,August
8/14/15,583,LAS,-3,August
8/14/15,591,IAH,-1,August
8/14/15,611,SEA,120,August
8/14/15,614,SNA,-6,August
8/14/15,618,IAH,1,August
8/14/15,619,LAS,76,August
8/14/15,620,ORD,9,August
8/14/15,624,ORD,0,August
8/14/15,637,JFK,13,August
8/14/15,650,AUS,-1,August
8/14/15,663,HNL,20,August
8/14/15,677,RNO,-2,August
8/14/15,691,SAN,0,August
8/14/15,693,IAH,2,August
8/14/15,704,JFK,26,August
8/14/15,705,ORD,-3,August
8/14/15,710,DEN,-4,August
8/14/15,718,IAH,149,August
8/14/15,734,ORD,-2,August
8/14/15,753,DEN,3,August
8/14/15,758,JFK,-7,August
8/14/15,760,JFK,-3,August
8/14/15,820,LAS,-7,August
8/14/15,824,JFK,2,August
8/14/15,864,RNO,-2,August
8/14/15,887,LAX,24,August
8/14/15,898,JFK,13,August
8/14/15,948,DEN,-4,August
8/14/15,1004,LAX,24,August
8/14/15,1029,DFW,17,August
8/14/15,1038,LAS,4,August
8/14/15,1060,IAH,0,August
8/14/15,1062,MSP,16,August
8/14/15,1073,BOS,32,August
8/14/15,1084,SEA,-7,August
8/14/15,1091,DEN,88,August
8/14/15,1092,LAS,-2,August
8/14/15,1109,DEN,7,August
8/14/15,1118,EWR,7,August
8/14/15,1120,IAH,5,August
8/14/15,1122,HNL,77,August
8/14/15,1124,SEA,-6,August
8/14/15,1135,RDU,2,August
8/14/15,1149,EWR,-4,August
8/14/15,1168,EWR,-4,August
8/14/15,1177,PDX,13,August
8/14/15,1178,PDX,-1,August
8/14/15,1180,LAX,6,August
8/14/15,1182,LAX,0,August
8/14/15,1185,EWR,80,August
8/14/15,1200,IAH,3,August
8/14/15,1204,IAH,41,August
8/14/15,1211,ORD,0,August
8/14/15,1216,LAS,-4,August
8/14/15,1227,EWR,122,August
8/14/15,1247,SAN,9,August
8/14/15,1250,IAH,0,August
8/14/15,1252,MCO,-1,August
8/14/15,1257,ANC,0,August
8/14/15,1263,MCO,0,August
8/14/15,1273,OGG,105,August
8/14/15,1401,SAN,-1,August
8/14/15,1415,PDX,-5,August
8/14/15,1438,BOS,2,August
8/14/15,1453,SEA,83,August
8/14/15,1454,DEN,-1,August
8/14/15,1474,DEN,1,August
8/14/15,1497,SEA,18,August
8/14/15,1499,IAD,1,August
8/14/15,1517,SAN,-6,August
8/14/15,1523,SEA,9,August
8/14/15,1526,SEA,28,August
8/14/15,1531,RDU,0,August
8/14/15,1563,ORD,-4,August
8/14/15,1579,LAX,39,August
8/14/15,1583,EWR,-4,August
8/14/15,1586,ORD,1,August
8/14/15,1591,ORD,-5,August
8/14/15,1593,EWR,-4,August
8/14/15,1600,IAD,-1,August
8/14/15,1601,IAH,22,August
8/14/15,1602,ATL,19,August
8/14/15,1608,EWR,8,August
8/14/15,1616,SEA,135,August
8/14/15,1641,IAD,13,August
8/14/15,1645,IAD,-3,August
8/14/15,1662,ORD,18,August
8/14/15,1668,ORD,2,August
8/14/15,1670,HNL,11,August
8/14/15,1671,SAN,4,August
8/14/15,1674,EWR,0,August
8/14/15,1681,PHL,2,August
8/14/15,1683,EWR,84,August
8/14/15,1684,LIH,18,August
8/14/15,1686,DCA,-4,August
8/14/15,1699,ATL,32,August
8/14/15,1710,LAX,30,August
8/14/15,1717,ORD,11,August
8/14/15,1721,KOA,17,August
8/14/15,1723,KOA,-7,August
8/14/15,1727,IND,3,August
8/14/15,1731,BOS,186,August
8/14/15,1734,OGG,-6,August
8/14/15,1739,ORD,-2,August
8/14/15,1742,EWR,-1,August
8/14/15,1748,AUS,9,August
8/14/15,1751,LAS,6,August
8/14/15,1754,EWR,-2,August
8/14/15,1756,BOS,3,August
8/14/15,1774,IAD,0,August
8/14/15,1796,IAD,32,August
8/14/15,1831,PHX,-2,August
8/14/15,1900,PHL,-5,August
8/14/15,1914,IAH,34,August
8/14/15,1916,DEN,31,August
8/14/15,1922,EWR,-5,August
8/14/15,1928,ORD,42,August
8/14/15,1942,LAX,35,August
8/14/15,1944,EWR,6,August
8/14/15,1946,BOS,1,August
8/14/15,1947,BWI,0,August
8/14/15,1950,CLE,-2,August
8/14/15,1957,MCO,-3,August
8/14/15,1958,EWR,17,August
8/14/15,1960,LAX,5,August
8/14/15,1975,FLL,18,August
8/14/15,1984,PDX,2,August
8/14/15,1993,IAD,-3,August
8/15/15,72,LAX,12,August
8/15/15,73,HNL,22,August
8/15/15,205,PDX,-5,August
8/15/15,229,IAH,23,August
8/15/15,249,IAD,270,August
8/15/15,256,AUS,5,August
8/15/15,261,LAX,-6,August
8/15/15,268,SNA,103,August
8/15/15,277,SNA,-8,August
8/15/15,300,HNL,42,August
8/15/15,309,IAD,139,August
8/15/15,317,IND,11,August
8/15/15,329,DEN,-2,August
8/15/15,331,DEN,-1,August
8/15/15,358,PDX,53,August
8/15/15,378,IAH,0,August
8/15/15,384,PHL,-12,August
8/15/15,390,ORD,0,August
8/15/15,401,CLE,0,August
8/15/15,414,RDU,0,August
8/15/15,444,BOS,19,August
8/15/15,466,IAH,9,August
8/15/15,477,ORD,22,August
8/15/15,478,LAX,196,August
8/15/15,479,LAX,1,August
8/15/15,486,IAD,17,August
8/15/15,497,SLC,112,August
8/15/15,522,PDX,-5,August
8/15/15,525,LAS,38,August
8/15/15,526,DEN,-1,August
8/15/15,540,DEN,-1,August
8/15/15,580,PDX,5,August
8/15/15,614,SNA,6,August
8/15/15,637,JFK,7,August
8/15/15,663,HNL,1,August
8/15/15,710,DEN,-6,August
8/15/15,720,DEN,-2,August
8/15/15,734,ORD,-7,August
8/15/15,758,JFK,3,August
8/15/15,760,JFK,6,August
8/15/15,768,ORD,10,August
8/15/15,778,ORD,-3,August
8/15/15,794,ORD,27,August
8/15/15,814,LAX,2,August
8/15/15,824,JFK,0,August
8/15/15,834,DEN,3,August
8/15/15,995,LAS,-2,August
8/15/15,1004,LAX,6,August
8/15/15,1020,IAH,-5,August
8/15/15,1060,IAH,3,August
8/15/15,1072,IAD,9,August
8/15/15,1073,BOS,11,August
8/15/15,1111,LIH,22,August
8/15/15,1118,EWR,-2,August
8/15/15,1120,ATL,43,August
8/15/15,1122,HNL,-1,August
8/15/15,1143,PIT,-2,August
8/15/15,1149,EWR,56,August
8/15/15,1159,CLE,5,August
8/15/15,1161,ORD,17,August
8/15/15,1168,EWR,-4,August
8/15/15,1173,HNL,-5,August
8/15/15,1177,LAS,2,August
8/15/15,1189,ORD,272,August
8/15/15,1199,EWR,1,August
8/15/15,1200,IAH,32,August
8/15/15,1204,IAH,27,August
8/15/15,1227,EWR,19,August
8/15/15,1246,KOA,43,August
8/15/15,1252,MCO,9,August
8/15/15,1255,SAN,-3,August
8/15/15,1257,ANC,-1,August
8/15/15,1263,LAX,-2,August
8/15/15,1273,OGG,-2,August
8/15/15,1283,SAN,6,August
8/15/15,1440,DFW,0,August
8/15/15,1447,DEN,0,August
8/15/15,1453,SEA,78,August
8/15/15,1457,IAH,-2,August
8/15/15,1523,SEA,-1,August
8/15/15,1526,SEA,10,August
8/15/15,1531,RDU,23,August
8/15/15,1564,LAS,-5,August
8/15/15,1570,BOS,20,August
8/15/15,1581,OGG,-6,August
8/15/15,1600,KOA,10,August
8/15/15,1601,MCO,-1,August
8/15/15,1608,EWR,6,August
8/15/15,1614,LAS,81,August
8/15/15,1645,IAD,-3,August
8/15/15,1662,ORD,4,August
8/15/15,1668,ORD,3,August
8/15/15,1670,HNL,-7,August
8/15/15,1684,LIH,42,August
8/15/15,1686,DCA,2,August
8/15/15,1688,AUS,0,August
8/15/15,1697,DEN,-1,August
8/15/15,1710,LAX,8,August
8/15/15,1717,ORD,1,August
8/15/15,1721,KOA,-2,August
8/15/15,1723,KOA,0,August
8/15/15,1725,OGG,2,August
8/15/15,1728,ORD,10,August
8/15/15,1731,BOS,0,August
8/15/15,1734,OGG,-2,August
8/15/15,1749,OGG,7,August
8/15/15,1751,LAS,0,August
8/15/15,1754,EWR,-6,August
8/15/15,1756,BOS,-2,August
8/15/15,1774,IAD,0,August
8/15/15,1780,SEA,33,August
8/15/15,1791,EWR,14,August
8/15/15,1796,IAD,-1,August
8/15/15,1850,DFW,28,August
8/15/15,1900,PHL,3,August
8/15/15,1907,IAD,0,August
8/15/15,1909,SEA,0,August
8/15/15,1912,BOS,0,August
8/15/15,1922,EWR,-1,August
8/15/15,1927,IAH,6,August
8/15/15,1937,IAH,92,August
8/15/15,1942,LAX,9,August
8/15/15,1944,EWR,3,August
8/15/15,1946,BOS,15,August
8/15/15,1947,BWI,7,August
8/15/15,1957,MCO,2,August
8/15/15,1975,FLL,0,August
8/15/15,1978,IAH,44,August
8/15/15,1984,PDX,6,August
8/15/15,2000,PHX,58,August
8/15/15,2013,EWR,-3,August
8/16/15,72,LAX,-3,August
8/16/15,73,HNL,1,August
8/16/15,205,PDX,-3,August
8/16/15,249,IAD,13,August
8/16/15,254,DEN,-3,August
8/16/15,256,AUS,10,August
8/16/15,258,MSP,1,August
8/16/15,267,PHL,36,August
8/16/15,268,SNA,-3,August
8/16/15,276,EWR,-1,August
8/16/15,277,SNA,-9,August
8/16/15,281,LAX,-1,August
8/16/15,294,DFW,3,August
8/16/15,300,HNL,0,August
8/16/15,317,IND,-2,August
8/16/15,331,DEN,-7,August
8/16/15,341,EWR,50,August
8/16/15,355,IAD,-2,August
8/16/15,361,LIH,-4,August
8/16/15,392,LAS,54,August
8/16/15,394,LAS,65,August
8/16/15,395,LAS,-6,August
8/16/15,399,RDU,6,August
8/16/15,401,CLE,-7,August
8/16/15,423,LAS,-4,August
8/16/15,444,BOS,0,August
8/16/15,466,IAH,20,August
8/16/15,477,ORD,40,August
8/16/15,480,PIT,31,August
8/16/15,497,SLC,-8,August
8/16/15,498,SAN,2,August
8/16/15,502,JFK,-5,August
8/16/15,522,PDX,11,August
8/16/15,525,LAS,5,August
8/16/15,526,DEN,-1,August
8/16/15,569,AUS,16,August
8/16/15,572,ORD,-1,August
8/16/15,579,DEN,1,August
8/16/15,580,PDX,0,August
8/16/15,587,LAS,-3,August
8/16/15,599,BOS,176,August
8/16/15,614,SNA,-5,August
8/16/15,620,ORD,-6,August
8/16/15,637,JFK,4,August
8/16/15,650,AUS,5,August
8/16/15,663,HNL,-4,August
8/16/15,664,LAS,3,August
8/16/15,704,JFK,-4,August
8/16/15,750,LAX,-3,August
8/16/15,758,JFK,-6,August
8/16/15,760,JFK,-4,August
8/16/15,824,JFK,7,August
8/16/15,834,DEN,-2,August
8/16/15,864,RNO,-9,August
8/16/15,884,ORD,87,August
8/16/15,887,LAX,2,August
8/16/15,894,SAN,-8,August
8/16/15,898,JFK,16,August
8/16/15,1029,DFW,-6,August
8/16/15,1038,LAS,-4,August
8/16/15,1109,DEN,13,August
8/16/15,1111,EWR,2,August
8/16/15,1118,EWR,1,August
8/16/15,1122,HNL,2,August
8/16/15,1159,LAS,-3,August
